,no_nickel,topology,no_corners_comb,no_edges_comb,all_comb,all_corners_comb,all_edges_comb,c_atom
108,7,"['Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni']",6,13,80,"[[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni'], [4, 4, 1, 'Cu'], [5, 2.1, 3, 'Ni'], [9, 3.1, 2, 'Ni'], [11, 5, 0, 'Cu']]","[[[1, 3.1, 2, 'Cu'], [2, 3.1, 2, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 1, 4, 'Ni']], [[1, 3.1, 2, 'Cu'], [4, 4, 1, 'Cu']], [[1, 3.1, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[3, 1, 4, 'Ni'], [4, 4, 1, 'Cu']], [[3, 1, 4, 'Ni'], [9, 3.1, 2, 'Ni']], [[4, 4, 1, 'Cu'], [5, 2.1, 3, 'Ni']], [[4, 4, 1, 'Cu'], [9, 3.1, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [6, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [10, 3.1, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 5, 0, 'Cu']], [[9, 3.1, 2, 'Ni'], [10, 3.1, 2, 'Ni']], [[10, 3.1, 2, 'Ni'], [11, 5, 0, 'Cu']]]",0
109,7,"['Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu']",5,11,67,"[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu'], [3, 2, 3, 'Ni'], [5, 2.1, 3, 'Ni'], [8, 3.1, 2, 'Ni']]","[[[1, 3.1, 2, 'Cu'], [2, 4, 1, 'Cu']], [[1, 3.1, 2, 'Cu'], [3, 2, 3, 'Ni']], [[1, 3.1, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[2, 4, 1, 'Cu'], [7, 2.1, 3, 'Ni']], [[2, 4, 1, 'Cu'], [3, 2, 3, 'Ni']], [[2, 4, 1, 'Cu'], [8, 3.1, 2, 'Ni']], [[3, 2, 3, 'Ni'], [8, 3.1, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [6, 2.1, 3, 'Ni']], [[7, 2.1, 3, 'Ni'], [8, 3.1, 2, 'Ni']], [[8, 3.1, 2, 'Ni'], [9, 3.1, 2, 'Ni']], [[11, 4, 1, 'Cu'], [12, 4, 1, 'Cu']]]",0
110,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']",4,5,46,"[[1, 0, 5, 'Cu'], [2, 2, 3, 'Cu'], [7, 3, 2, 'Ni'], [12, 5, 0, 'Ni']]","[[[1, 0, 5, 'Cu'], [2, 2, 3, 'Cu']], [[2, 2, 3, 'Cu'], [7, 3, 2, 'Ni']], [[2, 2, 3, 'Cu'], [6, 2, 3, 'Cu']], [[7, 3, 2, 'Ni'], [8, 3, 2, 'Ni']], [[7, 3, 2, 'Ni'], [12, 5, 0, 'Ni']]]",1
111,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']",10,26,142,"[[1, 1, 4, 'Cu'], [2, 2.1, 3, 'Cu'], [3, 2, 3, 'Cu'], [5, 3, 2, 'Cu'], [6, 1, 4, 'Ni'], [7, 4, 1, 'Cu'], [8, 2, 3, 'Ni'], [9, 3, 2, 'Ni'], [11, 3.1, 2, 'Ni'], [12, 4, 1, 'Ni']]","[[[1, 1, 4, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 1, 4, 'Cu'], [3, 2, 3, 'Cu']], [[1, 1, 4, 'Cu'], [5, 3, 2, 'Cu']], [[1, 1, 4, 'Cu'], [6, 1, 4, 'Ni']], [[2, 2.1, 3, 'Cu'], [7, 4, 1, 'Cu']], [[2, 2.1, 3, 'Cu'], [6, 1, 4, 'Ni']], [[2, 2.1, 3, 'Cu'], [3, 2, 3, 'Cu']], [[2, 2.1, 3, 'Cu'], [8, 2, 3, 'Ni']], [[3, 2, 3, 'Cu'], [4, 2, 3, 'Cu']], [[3, 2, 3, 'Cu'], [8, 2, 3, 'Ni']], [[3, 2, 3, 'Cu'], [9, 3, 2, 'Ni']], [[4, 2, 3, 'Cu'], [5, 3, 2, 'Cu']], [[5, 3, 2, 'Cu'], [6, 1, 4, 'Ni']], [[5, 3, 2, 'Cu'], [10, 3, 2, 'Ni']], [[5, 3, 2, 'Cu'], [11, 3.1, 2, 'Ni']], [[6, 1, 4, 'Ni'], [7, 4, 1, 'Cu']], [[6, 1, 4, 'Ni'], [11, 3.1, 2, 'Ni']], [[7, 4, 1, 'Cu'], [8, 2, 3, 'Ni']], [[7, 4, 1, 'Cu'], [11, 3.1, 2, 'Ni']], [[7, 4, 1, 'Cu'], [12, 4, 1, 'Ni']], [[8, 2, 3, 'Ni'], [9, 3, 2, 'Ni']], [[8, 2, 3, 'Ni'], [12, 4, 1, 'Ni']], [[9, 3, 2, 'Ni'], [10, 3, 2, 'Ni']], [[9, 3, 2, 'Ni'], [12, 4, 1, 'Ni']], [[10, 3, 2, 'Ni'], [11, 3.1, 2, 'Ni']], [[11, 3.1, 2, 'Ni'], [12, 4, 1, 'Ni']]]",1
112,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni']",6,14,82,"[[1, 1, 4, 'Cu'], [2, 2, 3, 'Cu'], [5, 3, 2, 'Cu'], [6, 2, 3, 'Ni'], [7, 3, 2, 'Ni'], [11, 4, 1, 'Ni']]","[[[1, 1, 4, 'Cu'], [2, 2, 3, 'Cu']], [[1, 1, 4, 'Cu'], [3, 1, 4, 'Cu']], [[1, 1, 4, 'Cu'], [5, 3, 2, 'Cu']], [[1, 1, 4, 'Cu'], [6, 2, 3, 'Ni']], [[2, 2, 3, 'Cu'], [7, 3, 2, 'Ni']], [[2, 2, 3, 'Cu'], [6, 2, 3, 'Ni']], [[2, 2, 3, 'Cu'], [8, 3, 2, 'Cu']], [[5, 3, 2, 'Cu'], [6, 2, 3, 'Ni']], [[5, 3, 2, 'Cu'], [10, 3, 2, 'Ni']], [[5, 3, 2, 'Cu'], [11, 4, 1, 'Ni']], [[6, 2, 3, 'Ni'], [7, 3, 2, 'Ni']], [[6, 2, 3, 'Ni'], [11, 4, 1, 'Ni']], [[7, 3, 2, 'Ni'], [11, 4, 1, 'Ni']], [[11, 4, 1, 'Ni'], [12, 4, 1, 'Ni']]]",1
113,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni']",4,7,50,"[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu'], [6, 2, 3, 'Ni'], [7, 4, 1, 'Ni']]","[[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu']], [[1, 1, 4, 'Cu'], [3, 1, 4, 'Cu']], [[1, 1, 4, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [7, 4, 1, 'Ni']], [[2, 3, 2, 'Cu'], [6, 2, 3, 'Ni']], [[6, 2, 3, 'Ni'], [7, 4, 1, 'Ni']], [[7, 4, 1, 'Ni'], [11, 4, 1, 'Ni']]]",1
114,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni']",6,14,82,"[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu'], [3, 2, 3, 'Cu'], [6, 2, 3, 'Ni'], [7, 4, 1, 'Ni'], [8, 3, 2, 'Ni']]","[[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu']], [[1, 1, 4, 'Cu'], [3, 2, 3, 'Cu']], [[1, 1, 4, 'Cu'], [4, 1, 4, 'Cu']], [[1, 1, 4, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [7, 4, 1, 'Ni']], [[2, 3, 2, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [3, 2, 3, 'Cu']], [[2, 3, 2, 'Cu'], [8, 3, 2, 'Ni']], [[3, 2, 3, 'Cu'], [8, 3, 2, 'Ni']], [[3, 2, 3, 'Cu'], [9, 2, 3, 'Ni']], [[6, 2, 3, 'Ni'], [7, 4, 1, 'Ni']], [[6, 2, 3, 'Ni'], [11, 3, 2, 'Ni']], [[7, 4, 1, 'Ni'], [8, 3, 2, 'Ni']], [[7, 4, 1, 'Ni'], [12, 4, 1, 'Ni']]]",1
115,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni']",10,26,142,"[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu'], [3, 2, 3, 'Cu'], [5, 2.1, 3, 'Cu'], [6, 1, 4, 'Ni'], [7, 3.1, 2, 'Ni'], [8, 3, 2, 'Ni'], [10, 2, 3, 'Ni'], [11, 4, 1, 'Cu'], [12, 4, 1, 'Ni']]","[[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu']], [[1, 1, 4, 'Cu'], [3, 2, 3, 'Cu']], [[1, 1, 4, 'Cu'], [5, 2.1, 3, 'Cu']], [[1, 1, 4, 'Cu'], [6, 1, 4, 'Ni']], [[2, 3, 2, 'Cu'], [7, 3.1, 2, 'Ni']], [[2, 3, 2, 'Cu'], [6, 1, 4, 'Ni']], [[2, 3, 2, 'Cu'], [3, 2, 3, 'Cu']], [[2, 3, 2, 'Cu'], [8, 3, 2, 'Ni']], [[3, 2, 3, 'Cu'], [4, 2, 3, 'Cu']], [[3, 2, 3, 'Cu'], [8, 3, 2, 'Ni']], [[4, 2, 3, 'Cu'], [5, 2.1, 3, 'Cu']], [[4, 2, 3, 'Cu'], [10, 2, 3, 'Ni']], [[5, 2.1, 3, 'Cu'], [6, 1, 4, 'Ni']], [[5, 2.1, 3, 'Cu'], [10, 2, 3, 'Ni']], [[5, 2.1, 3, 'Cu'], [11, 4, 1, 'Cu']], [[6, 1, 4, 'Ni'], [7, 3.1, 2, 'Ni']], [[6, 1, 4, 'Ni'], [11, 4, 1, 'Cu']], [[7, 3.1, 2, 'Ni'], [8, 3, 2, 'Ni']], [[7, 3.1, 2, 'Ni'], [11, 4, 1, 'Cu']], [[7, 3.1, 2, 'Ni'], [12, 4, 1, 'Ni']], [[8, 3, 2, 'Ni'], [9, 3, 2, 'Ni']], [[8, 3, 2, 'Ni'], [12, 4, 1, 'Ni']], [[9, 3, 2, 'Ni'], [10, 2, 3, 'Ni']], [[10, 2, 3, 'Ni'], [11, 4, 1, 'Cu']], [[10, 2, 3, 'Ni'], [12, 4, 1, 'Ni']], [[11, 4, 1, 'Cu'], [12, 4, 1, 'Ni']]]",1
116,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu']",7,15,93,"[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu'], [3, 2, 3, 'Cu'], [6, 2, 3, 'Ni'], [7, 3.1, 2, 'Ni'], [8, 2.1, 3, 'Ni'], [12, 5, 0, 'Cu']]","[[[1, 1, 4, 'Cu'], [2, 3, 2, 'Cu']], [[1, 1, 4, 'Cu'], [3, 2, 3, 'Cu']], [[1, 1, 4, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [7, 3.1, 2, 'Ni']], [[2, 3, 2, 'Cu'], [6, 2, 3, 'Ni']], [[2, 3, 2, 'Cu'], [3, 2, 3, 'Cu']], [[2, 3, 2, 'Cu'], [8, 2.1, 3, 'Ni']], [[3, 2, 3, 'Cu'], [4, 2, 3, 'Cu']], [[3, 2, 3, 'Cu'], [8, 2.1, 3, 'Ni']], [[6, 2, 3, 'Ni'], [7, 3.1, 2, 'Ni']], [[7, 3.1, 2, 'Ni'], [8, 2.1, 3, 'Ni']], [[7, 3.1, 2, 'Ni'], [11, 3.1, 2, 'Ni']], [[7, 3.1, 2, 'Ni'], [12, 5, 0, 'Cu']], [[8, 2.1, 3, 'Ni'], [9, 2.1, 3, 'Ni']], [[8, 2.1, 3, 'Ni'], [12, 5, 0, 'Cu']]]",1
117,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni']",5,10,65,"[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu'], [5, 2, 3, 'Ni'], [7, 4, 1, 'Cu'], [11, 3.1, 2, 'Ni']]","[[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2, 3, 'Cu'], [3, 2, 3, 'Cu']], [[1, 2, 3, 'Cu'], [5, 2, 3, 'Ni']], [[2, 2.1, 3, 'Cu'], [7, 4, 1, 'Cu']], [[2, 2.1, 3, 'Cu'], [6, 2, 3, 'Ni']], [[5, 2, 3, 'Ni'], [6, 2, 3, 'Ni']], [[5, 2, 3, 'Ni'], [10, 4, 1, 'Cu']], [[5, 2, 3, 'Ni'], [11, 3.1, 2, 'Ni']], [[7, 4, 1, 'Cu'], [11, 3.1, 2, 'Ni']], [[11, 3.1, 2, 'Ni'], [12, 3.1, 2, 'Ni']]]",1
118,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni']",10,26,142,"[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu'], [4, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni'], [6, 1, 4, 'Ni'], [7, 3.1, 2, 'Cu'], [8, 2, 3, 'Ni'], [9, 3, 2, 'Ni'], [10, 3.1, 2, 'Ni'], [11, 4, 1, 'Cu']]","[[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2, 3, 'Cu'], [3, 2, 3, 'Cu']], [[1, 2, 3, 'Cu'], [4, 3, 2, 'Cu']], [[1, 2, 3, 'Cu'], [5, 2.1, 3, 'Ni']], [[1, 2, 3, 'Cu'], [6, 1, 4, 'Ni']], [[2, 2.1, 3, 'Cu'], [7, 3.1, 2, 'Cu']], [[2, 2.1, 3, 'Cu'], [6, 1, 4, 'Ni']], [[2, 2.1, 3, 'Cu'], [8, 2, 3, 'Ni']], [[3, 2, 3, 'Cu'], [8, 2, 3, 'Ni']], [[3, 2, 3, 'Cu'], [9, 3, 2, 'Ni']], [[4, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni']], [[4, 3, 2, 'Cu'], [9, 3, 2, 'Ni']], [[4, 3, 2, 'Cu'], [10, 3.1, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [6, 1, 4, 'Ni']], [[5, 2.1, 3, 'Ni'], [10, 3.1, 2, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 4, 1, 'Cu']], [[6, 1, 4, 'Ni'], [7, 3.1, 2, 'Cu']], [[6, 1, 4, 'Ni'], [11, 4, 1, 'Cu']], [[7, 3.1, 2, 'Cu'], [8, 2, 3, 'Ni']], [[7, 3.1, 2, 'Cu'], [11, 4, 1, 'Cu']], [[7, 3.1, 2, 'Cu'], [12, 3, 2, 'Ni']], [[8, 2, 3, 'Ni'], [9, 3, 2, 'Ni']], [[9, 3, 2, 'Ni'], [10, 3.1, 2, 'Ni']], [[9, 3, 2, 'Ni'], [12, 3, 2, 'Ni']], [[10, 3.1, 2, 'Ni'], [11, 4, 1, 'Cu']], [[11, 4, 1, 'Cu'], [12, 3, 2, 'Ni']]]",1
119,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu']",10,26,142,"[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu'], [4, 3, 2, 'Cu'], [5, 3, 2, 'Ni'], [6, 2, 3, 'Ni'], [7, 3.1, 2, 'Cu'], [8, 1, 4, 'Ni'], [9, 2.1, 3, 'Ni'], [10, 3.1, 2, 'Ni'], [12, 4, 1, 'Cu']]","[[[1, 2, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2, 3, 'Cu'], [3, 2, 3, 'Cu']], [[1, 2, 3, 'Cu'], [4, 3, 2, 'Cu']], [[1, 2, 3, 'Cu'], [5, 3, 2, 'Ni']], [[1, 2, 3, 'Cu'], [6, 2, 3, 'Ni']], [[2, 2.1, 3, 'Cu'], [7, 3.1, 2, 'Cu']], [[2, 2.1, 3, 'Cu'], [6, 2, 3, 'Ni']], [[2, 2.1, 3, 'Cu'], [8, 1, 4, 'Ni']], [[3, 2, 3, 'Cu'], [8, 1, 4, 'Ni']], [[3, 2, 3, 'Cu'], [9, 2.1, 3, 'Ni']], [[4, 3, 2, 'Cu'], [5, 3, 2, 'Ni']], [[4, 3, 2, 'Cu'], [9, 2.1, 3, 'Ni']], [[4, 3, 2, 'Cu'], [10, 3.1, 2, 'Ni']], [[5, 3, 2, 'Ni'], [6, 2, 3, 'Ni']], [[5, 3, 2, 'Ni'], [10, 3.1, 2, 'Ni']], [[5, 3, 2, 'Ni'], [11, 3, 2, 'Ni']], [[6, 2, 3, 'Ni'], [7, 3.1, 2, 'Cu']], [[7, 3.1, 2, 'Cu'], [8, 1, 4, 'Ni']], [[7, 3.1, 2, 'Cu'], [11, 3, 2, 'Ni']], [[7, 3.1, 2, 'Cu'], [12, 4, 1, 'Cu']], [[8, 1, 4, 'Ni'], [9, 2.1, 3, 'Ni']], [[8, 1, 4, 'Ni'], [12, 4, 1, 'Cu']], [[9, 2.1, 3, 'Ni'], [10, 3.1, 2, 'Ni']], [[9, 2.1, 3, 'Ni'], [12, 4, 1, 'Cu']], [[10, 3.1, 2, 'Ni'], [12, 4, 1, 'Cu']], [[11, 3, 2, 'Ni'], [12, 4, 1, 'Cu']]]",1
120,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu']",4,7,50,"[[1, 2, 3, 'Cu'], [2, 3, 2, 'Cu'], [5, 2.1, 3, 'Ni'], [11, 4, 1, 'Cu']]","[[[1, 2, 3, 'Cu'], [2, 3, 2, 'Cu']], [[1, 2, 3, 'Cu'], [3, 2, 3, 'Cu']], [[1, 2, 3, 'Cu'], [5, 2.1, 3, 'Ni']], [[2, 3, 2, 'Cu'], [7, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [6, 2.1, 3, 'Ni']], [[5, 2.1, 3, 'Ni'], [11, 4, 1, 'Cu']], [[11, 4, 1, 'Cu'], [12, 4, 1, 'Cu']]]",1
121,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni']",4,7,50,"[[1, 2.1, 3, 'Cu'], [4, 1, 4, 'Ni'], [5, 4, 1, 'Cu'], [10, 3.1, 2, 'Ni']]","[[[1, 2.1, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 1, 4, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 4, 1, 'Cu']], [[4, 1, 4, 'Ni'], [5, 4, 1, 'Cu']], [[4, 1, 4, 'Ni'], [10, 3.1, 2, 'Ni']], [[5, 4, 1, 'Cu'], [10, 3.1, 2, 'Ni']], [[10, 3.1, 2, 'Ni'], [11, 3.1, 2, 'Ni']]]",1
122,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Cu', 'Ni', 'Ni']",8,21,114,"[[1, 2.1, 3, 'Cu'], [3, 3, 2, 'Cu'], [4, 1, 4, 'Ni'], [5, 3.1, 2, 'Cu'], [7, 4, 1, 'Cu'], [8, 2, 3, 'Ni'], [9, 3.1, 2, 'Ni'], [11, 2.1, 3, 'Ni']]","[[[1, 2.1, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2.1, 3, 'Cu'], [3, 3, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 1, 4, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 3.1, 2, 'Cu']], [[2, 2.1, 3, 'Cu'], [7, 4, 1, 'Cu']], [[2, 2.1, 3, 'Cu'], [8, 2, 3, 'Ni']], [[3, 3, 2, 'Cu'], [4, 1, 4, 'Ni']], [[3, 3, 2, 'Cu'], [8, 2, 3, 'Ni']], [[3, 3, 2, 'Cu'], [9, 3.1, 2, 'Ni']], [[4, 1, 4, 'Ni'], [5, 3.1, 2, 'Cu']], [[4, 1, 4, 'Ni'], [9, 3.1, 2, 'Ni']], [[4, 1, 4, 'Ni'], [10, 4, 1, 'Cu']], [[5, 3.1, 2, 'Cu'], [10, 4, 1, 'Cu']], [[5, 3.1, 2, 'Cu'], [11, 2.1, 3, 'Ni']], [[6, 1, 4, 'Ni'], [11, 2.1, 3, 'Ni']], [[7, 4, 1, 'Cu'], [8, 2, 3, 'Ni']], [[7, 4, 1, 'Cu'], [11, 2.1, 3, 'Ni']], [[7, 4, 1, 'Cu'], [12, 3.1, 2, 'Ni']], [[8, 2, 3, 'Ni'], [9, 3.1, 2, 'Ni']], [[9, 3.1, 2, 'Ni'], [12, 3.1, 2, 'Ni']], [[11, 2.1, 3, 'Ni'], [12, 3.1, 2, 'Ni']]]",1
123,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Cu', 'Ni']",7,15,93,"[[1, 2.1, 3, 'Cu'], [3, 3, 2, 'Cu'], [4, 2, 3, 'Ni'], [5, 3.1, 2, 'Cu'], [6, 0, 5, 'Ni'], [9, 4, 1, 'Ni'], [10, 3, 2, 'Ni']]","[[[1, 2.1, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2.1, 3, 'Cu'], [3, 3, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 2, 3, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 3.1, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [6, 0, 5, 'Ni']], [[3, 3, 2, 'Cu'], [4, 2, 3, 'Ni']], [[3, 3, 2, 'Cu'], [9, 4, 1, 'Ni']], [[4, 2, 3, 'Ni'], [5, 3.1, 2, 'Cu']], [[4, 2, 3, 'Ni'], [9, 4, 1, 'Ni']], [[4, 2, 3, 'Ni'], [10, 3, 2, 'Ni']], [[5, 3.1, 2, 'Cu'], [6, 0, 5, 'Ni']], [[5, 3.1, 2, 'Cu'], [10, 3, 2, 'Ni']], [[5, 3.1, 2, 'Cu'], [11, 3.1, 2, 'Cu']], [[9, 4, 1, 'Ni'], [10, 3, 2, 'Ni']], [[10, 3, 2, 'Ni'], [12, 3, 2, 'Ni']]]",1
124,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu']",8,21,114,"[[1, 2.1, 3, 'Cu'], [3, 3, 2, 'Cu'], [4, 2, 3, 'Ni'], [5, 4, 1, 'Cu'], [6, 1, 4, 'Ni'], [7, 3.1, 2, 'Cu'], [9, 3.1, 2, 'Ni'], [11, 2.1, 3, 'Ni']]","[[[1, 2.1, 3, 'Cu'], [2, 2.1, 3, 'Cu']], [[1, 2.1, 3, 'Cu'], [3, 3, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 2, 3, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 4, 1, 'Cu']], [[1, 2.1, 3, 'Cu'], [6, 1, 4, 'Ni']], [[2, 2.1, 3, 'Cu'], [7, 3.1, 2, 'Cu']], [[3, 3, 2, 'Cu'], [4, 2, 3, 'Ni']], [[3, 3, 2, 'Cu'], [8, 1, 4, 'Ni']], [[3, 3, 2, 'Cu'], [9, 3.1, 2, 'Ni']], [[4, 2, 3, 'Ni'], [5, 4, 1, 'Cu']], [[4, 2, 3, 'Ni'], [9, 3.1, 2, 'Ni']], [[5, 4, 1, 'Cu'], [6, 1, 4, 'Ni']], [[5, 4, 1, 'Cu'], [10, 3.1, 2, 'Ni']], [[5, 4, 1, 'Cu'], [11, 2.1, 3, 'Ni']], [[6, 1, 4, 'Ni'], [7, 3.1, 2, 'Cu']], [[6, 1, 4, 'Ni'], [11, 2.1, 3, 'Ni']], [[7, 3.1, 2, 'Cu'], [11, 2.1, 3, 'Ni']], [[7, 3.1, 2, 'Cu'], [12, 4, 1, 'Cu']], [[8, 1, 4, 'Ni'], [9, 3.1, 2, 'Ni']], [[9, 3.1, 2, 'Ni'], [10, 3.1, 2, 'Ni']], [[10, 3.1, 2, 'Ni'], [11, 2.1, 3, 'Ni']]]",1
125,7,"['Ni', 'Cu', 'Cu', 'Cu', 'Ni', 'Cu', 'Ni', 'Ni', 'Ni', 'Ni', 'Cu', 'Cu', 'Ni']",5,10,65,"[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu'], [4, 1, 4, 'Ni'], [7, 3.1, 2, 'Ni'], [8, 3, 2, 'Ni']]","[[[1, 2.1, 3, 'Cu'], [2, 3, 2, 'Cu']], [[1, 2.1, 3, 'Cu'], [4, 1, 4, 'Ni']], [[1, 2.1, 3, 'Cu'], [5, 2.1, 3, 'Cu']], [[2, 3, 2, 'Cu'], [7, 3.1, 2, 'Ni']], [[2, 3, 2, 'Cu'], [6, 1, 4, 'Ni']], [[2, 3, 2, 'Cu'], [3, 3, 2, 'Cu']], [[2, 3, 2, 'Cu'], [8, 3, 2, 'Ni']], [[4, 1, 4, 'Ni'], [9, 3.1, 2, 'Ni']], [[7, 3.1, 2, 'Ni'], [8, 3, 2, 'Ni']], [[8, 3, 2, 'Ni'], [12, 3, 2, 'Ni']]]",1
